"","word","sentiment","n"
"1183","wear","trust",4
"1184","wisdom","positive",4
"1185","wisdom","trust",4
"1186","zip","negative",4
"1187","accessible","positive",3
"1188","accomplish","joy",3
"1189","accomplish","positive",3
"1190","accountability","positive",3
"1191","accountability","trust",3
"1192","accused","anger",3
"1193","accused","fear",3
"1194","accused","negative",3
"1195","airport","anticipation",3
"1196","amen","joy",3
"1197","amen","positive",3
"1198","amen","trust",3
"1199","anonymous","negative",3
"1200","apology","positive",3
"1201","argue","anger",3
"1202","argue","negative",3
"1203","art","anticipation",3
"1204","art","joy",3
"1205","art","positive",3
"1206","art","sadness",3
"1207","art","surprise",3
"1208","ashamed","disgust",3
"1209","ashamed","negative",3
"1210","ashamed","sadness",3
"1211","assembly","positive",3
"1212","assembly","trust",3
"1213","audience","anticipation",3
"1214","authentic","joy",3
"1215","authentic","positive",3
"1216","authentic","trust",3
"1217","authenticity","positive",3
"1218","authenticity","trust",3
"1219","badly","negative",3
"1220","badly","sadness",3
"1221","betterment","positive",3
"1222","bizarre","negative",3
"1223","bizarre","surprise",3
"1224","breakfast","positive",3
"1225","cap","anticipation",3
"1226","cap","trust",3
"1227","captain","positive",3
"1228","celebration","anticipation",3
"1229","celebration","joy",3
"1230","celebration","positive",3
"1231","celebration","surprise",3
"1232","celebration","trust",3
"1233","cherish","anticipation",3
"1234","cherish","joy",3
"1235","cherish","positive",3
"1236","cherish","surprise",3
"1237","cherish","trust",3
"1238","chop","negative",3
"1239","chosen","positive",3
"1240","collectively","positive",3
"1241","collectively","trust",3
"1242","comfort","anticipation",3
"1243","comfort","joy",3
"1244","comfort","positive",3
"1245","comfort","trust",3
"1246","compassion","fear",3
"1247","compassion","positive",3
"1248","competition","anticipation",3
"1249","competition","negative",3
"1250","compliment","anticipation",3
"1251","compliment","joy",3
"1252","compliment","positive",3
"1253","compliment","surprise",3
"1254","compliment","trust",3
"1255","conflict","anger",3
"1256","conflict","fear",3
"1257","conflict","negative",3
"1258","conflict","sadness",3
"1259","conscience","positive",3
"1260","conscience","trust",3
"1261","constantly","trust",3
"1262","content","joy",3
"1263","content","positive",3
"1264","content","trust",3
"1265","crash","fear",3
"1266","crash","negative",3
"1267","crash","sadness",3
"1268","crash","surprise",3
"1269","credibility","positive",3
"1270","credibility","trust",3
"1271","crew","trust",3
"1272","critique","positive",3
"1273","cry","negative",3
"1274","cry","sadness",3
"1275","cutting","anger",3
"1276","cutting","disgust",3
"1277","cutting","fear",3
"1278","cutting","negative",3
"1279","cutting","sadness",3
"1280","deficit","negative",3
"1281","deny","anger",3
"1282","deny","negative",3
"1283","depend","anticipation",3
"1284","depend","trust",3
"1285","despair","anger",3
"1286","despair","disgust",3
"1287","despair","fear",3
"1288","despair","negative",3
"1289","despair","sadness",3
"1290","destroyed","anger",3
"1291","destroyed","fear",3
"1292","destroyed","negative",3
"1293","destroyed","sadness",3
"1294","determination","positive",3
"1295","determination","trust",3
"1296","director","positive",3
"1297","director","trust",3
"1298","doubt","fear",3
"1299","doubt","negative",3
"1300","doubt","sadness",3
"1301","doubt","trust",3
"1302","dying","anger",3
"1303","dying","disgust",3
"1304","dying","fear",3
"1305","dying","negative",3
"1306","dying","sadness",3
"1307","educational","positive",3
"1308","educational","trust",3
"1309","effective","positive",3
"1310","effective","trust",3
"1311","encourage","joy",3
"1312","encourage","positive",3
"1313","encourage","trust",3
"1314","encouragement","positive",3
"1315","equity","positive",3
"1316","ethics","positive",3
"1317","expect","anticipation",3
"1318","expect","positive",3
"1319","expect","surprise",3
"1320","expect","trust",3
"1321","expertise","positive",3
"1322","expertise","trust",3
"1323","explain","positive",3
"1324","explain","trust",3
"1325","explode","anger",3
"1326","explode","fear",3
"1327","explode","negative",3
"1328","explode","sadness",3
"1329","explode","surprise",3
"1330","extrajudicial","fear",3
"1331","extrajudicial","negative",3
"1332","failure","disgust",3
"1333","failure","fear",3
"1334","failure","negative",3
"1335","failure","sadness",3
"1336","faith","anticipation",3
"1337","faith","joy",3
"1338","faith","positive",3
"1339","faith","trust",3
"1340","fell","negative",3
"1341","fell","sadness",3
"1342","foreign","negative",3
"1343","friendly","anticipation",3
"1344","friendly","joy",3
"1345","friendly","positive",3
"1346","friendly","trust",3
"1347","gain","anticipation",3
"1348","gain","joy",3
"1349","gain","positive",3
"1350","god","anticipation",3
"1351","god","fear",3
"1352","god","joy",3
"1353","god","positive",3
"1354","god","trust",3
"1355","grab","anger",3
"1356","grab","negative",3
"1357","hamstring","anger",3
"1358","hamstring","negative",3
"1359","hamstring","sadness",3
"1360","holy","positive",3
"1361","homework","fear",3
"1362","honesty","positive",3
"1363","honesty","trust",3
"1364","horrific","anger",3
"1365","horrific","disgust",3
"1366","horrific","fear",3
"1367","horrific","negative",3
"1368","horrific","sadness",3
"1369","hot","anger",3
"1370","humbled","positive",3
"1371","humbled","sadness",3
"1372","immense","positive",3
"1373","inaction","negative",3
"1374","inform","trust",3
"1375","inspire","anticipation",3
"1376","inspire","joy",3
"1377","inspire","positive",3
"1378","inspire","trust",3
"1379","intense","anger",3
"1380","intense","disgust",3
"1381","intense","fear",3
"1382","intense","joy",3
"1383","intense","negative",3
"1384","intense","positive",3
"1385","intense","surprise",3
"1386","intense","trust",3
"1387","involvement","anger",3
"1388","joke","negative",3
"1389","journey","anticipation",3
"1390","journey","fear",3
"1391","journey","joy",3
"1392","journey","positive",3
"1393","league","positive",3
"1394","library","positive",3
"1395","loss","anger",3
"1396","loss","fear",3
"1397","loss","negative",3
"1398","loss","sadness",3
"1399","loving","joy",3
"1400","loving","positive",3
"1401","loving","trust",3
"1402","lowest","negative",3
"1403","lowest","sadness",3
"1404","medical","anticipation",3
"1405","medical","fear",3
"1406","medical","positive",3
"1407","medical","trust",3
"1408","mistake","negative",3
"1409","mistake","sadness",3
"1410","naive","negative",3
"1411","negotiate","positive",3
"1412","negotiate","trust",3
"1413","partisan","negative",3
"1414","passion","anticipation",3
"1415","passion","joy",3
"1416","passion","positive",3
"1417","passion","trust",3
"1418","patience","anticipation",3
"1419","patience","positive",3
"1420","patience","trust",3
"1421","precious","anticipation",3
"1422","precious","joy",3
"1423","precious","positive",3
"1424","precious","surprise",3
"1425","prepared","anticipation",3
"1426","prepared","positive",3
"1427","prepared","trust",3
"1428","pretending","anger",3
"1429","pretending","negative",3
"1430","prevent","fear",3
"1431","prime","positive",3
"1432","professor","positive",3
"1433","professor","trust",3
"1434","protected","trust",3
"1435","protecting","positive",3
"1436","protecting","trust",3
"1437","proven","trust",3
"1438","pull","positive",3
"1439","receiving","anticipation",3
"1440","receiving","joy",3
"1441","receiving","positive",3
"1442","receiving","surprise",3
"1443","refusal","negative",3
"1444","refused","negative",3
"1445","refused","sadness",3
"1446","represented","positive",3
"1447","republic","negative",3
"1448","resistance","anger",3
"1449","resistance","negative",3
"1450","rest","positive",3
"1451","scrutiny","negative",3
"1452","severance","sadness",3
"1453","sewage","disgust",3
"1454","sewage","negative",3
"1455","shelter","positive",3
"1456","shelter","trust",3
"1457","shoot","anger",3
"1458","shoot","fear",3
"1459","shoot","negative",3
"1460","slip","negative",3
"1461","slip","surprise",3
"1462","solution","positive",3
"1463","star","anticipation",3
"1464","star","joy",3
"1465","star","positive",3
"1466","star","trust",3
"1467","store","anticipation",3
"1468","store","positive",3
"1469","study","positive",3
"1470","suppression","anger",3
"1471","suppression","disgust",3
"1472","suppression","fear",3
"1473","suppression","negative",3
"1474","tactics","fear",3
"1475","tactics","trust",3
"1476","terrible","anger",3
"1477","terrible","disgust",3
"1478","terrible","fear",3
"1479","terrible","negative",3
"1480","terrible","sadness",3
"1481","thoughtful","positive",3
"1482","thoughtful","trust",3
"1483","tough","negative",3
"1484","tough","sadness",3
"1485","traveling","positive",3
"1486","underestimate","surprise",3
"1487","unity","positive",3
"1488","unity","trust",3
"1489","uplift","anticipation",3
"1490","uplift","joy",3
"1491","uplift","positive",3
"1492","uplift","trust",3
"1493","usual","positive",3
"1494","usual","trust",3
"1495","vital","positive",3
"1496","weird","disgust",3
"1497","weird","negative",3
"1498","wonderful","joy",3
"1499","wonderful","positive",3
"1500","wonderful","surprise",3
"1501","wonderful","trust",3
"1502","worse","fear",3
"1503","worse","negative",3
"1504","worse","sadness",3
"1505","worthy","positive",3
"1506","worthy","trust",3
"1507","abandoned","anger",2
"1508","abandoned","fear",2
"1509","abandoned","negative",2
"1510","abandoned","sadness",2
"1511","aberration","disgust",2
"1512","aberration","negative",2
"1513","acceptable","positive",2
"1514","acceptance","positive",2
"1515","adapt","positive",2
"1516","admire","positive",2
"1517","admire","trust",2
"1518","advantage","positive",2
"1519","alarming","fear",2
"1520","alarming","negative",2
"1521","alarming","surprise",2
"1522","alliance","trust",2
"1523","ambition","anticipation",2
"1524","ambition","joy",2
"1525","ambition","positive",2
"1526","ambition","trust",2
"1527","anger","anger",2
"1528","anger","negative",2
"1529","apologize","positive",2
"1530","apologize","sadness",2
"1531","apologize","trust",2
"1532","approaching","anticipation",2
"1533","approve","joy",2
"1534","approve","positive",2
"1535","approve","trust",2
"1536","asylum","fear",2
"1537","asylum","negative",2
"1538","atrocity","anger",2
"1539","atrocity","disgust",2
"1540","atrocity","fear",2
"1541","atrocity","negative",2
"1542","atrocity","sadness",2
"1543","audacity","negative",2
"1544","bargain","positive",2
"1545","bargain","trust",2
"1546","base","trust",2
"1547","battle","anger",2
"1548","battle","negative",2
"1549","bee","anger",2
"1550","bee","fear",2
"1551","begun","anticipation",2
"1552","believing","positive",2
"1553","believing","trust",2
"1554","betrayal","anger",2
"1555","betrayal","disgust",2
"1556","betrayal","negative",2
"1557","betrayal","sadness",2
"1558","bite","negative",2
"1559","bless","anticipation",2
"1560","bless","joy",2
"1561","bless","positive",2
"1562","bless","trust",2
"1563","blessing","anticipation",2
"1564","blessing","joy",2
"1565","blessing","positive",2
"1566","blessing","trust",2
"1567","bomb","anger",2
"1568","bomb","fear",2
"1569","bomb","negative",2
"1570","bomb","sadness",2
"1571","bomb","surprise",2
"1572","bonds","negative",2
"1573","boy","disgust",2
"1574","boy","negative",2
"1575","brutality","anger",2
"1576","brutality","fear",2
"1577","brutality","negative",2
"1578","buddy","anticipation",2
"1579","buddy","joy",2
"1580","buddy","positive",2
"1581","buddy","trust",2
"1582","butt","negative",2
"1583","cancel","negative",2
"1584","cancel","sadness",2
"1585","capitalist","positive",2
"1586","charade","negative",2
"1587","charitable","anticipation",2
"1588","charitable","joy",2
"1589","charitable","positive",2
"1590","charitable","trust",2
"1591","classic","positive",2
"1592","clock","anticipation",2
"1593","coast","positive",2
"1594","commemorate","anticipation",2
"1595","commemorate","joy",2
"1596","commemorate","positive",2
"1597","commemorate","sadness",2
"1598","commission","trust",2
"1599","commute","positive",2
"1600","complaint","anger",2
"1601","complaint","negative",2
"1602","confirmation","trust",2
"1603","confront","anger",2
"1604","constitutional","positive",2
"1605","constitutional","trust",2
"1606","controversy","negative",2
"1607","conviction","negative",2
"1608","corporation","positive",2
"1609","corporation","trust",2
"1610","cowardice","fear",2
"1611","cowardice","negative",2
"1612","crack","negative",2
"1613","credit","positive",2
"1614","credit","trust",2
"1615","creep","negative",2
"1616","crucial","positive",2
"1617","crucial","trust",2
"1618","cruelty","anger",2
"1619","cruelty","disgust",2
"1620","cruelty","fear",2
"1621","cruelty","negative",2
"1622","cruelty","sadness",2
"1623","crumbling","negative",2
"1624","crumbling","sadness",2
"1625","crushing","anger",2
"1626","crushing","disgust",2
"1627","crushing","fear",2
"1628","crushing","negative",2
"1629","crying","negative",2
"1630","crying","sadness",2
"1631","cultivate","anticipation",2
"1632","cultivate","positive",2
"1633","cultivate","trust",2
"1634","curiosity","anticipation",2
"1635","curiosity","positive",2
"1636","curiosity","surprise",2
"1637","damage","anger",2
"1638","damage","disgust",2
"1639","damage","negative",2
"1640","damage","sadness",2
"1641","damn","anger",2
"1642","damn","disgust",2
"1643","damn","negative",2
"1644","darkness","anger",2
"1645","darkness","fear",2
"1646","darkness","negative",2
"1647","darkness","sadness",2
"1648","deaf","negative",2
"1649","dear","positive",2
"1650","dedication","positive",2
"1651","defend","fear",2
"1652","defend","positive",2
"1653","defended","positive",2
"1654","defended","trust",2
"1655","defending","positive",2
"1656","deportation","anger",2
"1657","deportation","fear",2
"1658","deportation","negative",2
"1659","deportation","sadness",2
"1660","depression","negative",2
"1661","depression","sadness",2
"1662","deserved","positive",2
"1663","desperate","negative",2
"1664","develop","anticipation",2
"1665","develop","positive",2
"1666","disability","negative",2
"1667","disability","sadness",2
"1668","disappointing","negative",2
"1669","disappointing","sadness",2
"1670","disappointment","disgust",2
"1671","disappointment","negative",2
"1672","disappointment","sadness",2
"1673","disclosed","trust",2
"1674","discomfort","negative",2
"1675","discomfort","sadness",2
"1676","discrimination","anger",2
"1677","discrimination","disgust",2
"1678","discrimination","fear",2
"1679","discrimination","negative",2
"1680","discrimination","sadness",2
"1681","disinformation","anger",2
"1682","disinformation","fear",2
"1683","disinformation","negative",2
"1684","distracted","anger",2
"1685","distracted","negative",2
"1686","dynamic","surprise",2
"1687","eager","anticipation",2
"1688","eager","joy",2
"1689","eager","positive",2
"1690","eager","surprise",2
"1691","eager","trust",2
"1692","edition","anticipation",2
"1693","electric","joy",2
"1694","electric","positive",2
"1695","electric","surprise",2
"1696","elimination","anger",2
"1697","elimination","disgust",2
"1698","elimination","fear",2
"1699","elimination","negative",2
"1700","elimination","sadness",2
"1701","embarrassing","negative",2
"1702","eminent","positive",2
"1703","enable","positive",2
"1704","enable","trust",2
"1705","enemy","anger",2
"1706","enemy","disgust",2
"1707","enemy","fear",2
"1708","enemy","negative",2
"1709","enforcement","negative",2
"1710","enrich","positive",2
"1711","equally","positive",2
"1712","ethical","positive",2
"1713","exclusion","disgust",2
"1714","exclusion","fear",2
"1715","exclusion","negative",2
"1716","exclusion","sadness",2
"1717","explore","anticipation",2
"1718","expose","anticipation",2
"1719","expose","fear",2
"1720","extend","positive",2
"1721","fairly","positive",2
"1722","fairly","trust",2
"1723","fascinating","positive",2
"1724","fat","disgust",2
"1725","fat","negative",2
"1726","fat","sadness",2
"1727","felony","negative",2
"1728","fixed","trust",2
"1729","flood","fear",2
"1730","forced","fear",2
"1731","forced","negative",2
"1732","forcibly","anger",2
"1733","forcibly","fear",2
"1734","forcibly","negative",2
"1735","foundation","positive",2
"1736","frank","positive",2
"1737","frank","trust",2
"1738","fraudulent","anger",2
"1739","fraudulent","disgust",2
"1740","fraudulent","negative",2
"1741","freedom","joy",2
"1742","freedom","positive",2
"1743","freedom","trust",2
"1744","friendship","joy",2
"1745","friendship","positive",2
"1746","friendship","trust",2
"1747","frustration","anger",2
"1748","frustration","negative",2
"1749","fulfill","joy",2
"1750","fulfill","positive",2
"1751","gang","anger",2
"1752","gang","fear",2
"1753","gang","negative",2
"1754","gate","trust",2
"1755","generosity","anticipation",2
"1756","generosity","joy",2
"1757","generosity","positive",2
"1758","generosity","surprise",2
"1759","generosity","trust",2
"1760","genuine","positive",2
"1761","genuine","trust",2
"1762","gifted","positive",2
"1763","gorgeous","joy",2
"1764","gorgeous","positive",2
"1765","gossip","negative",2
"1766","govern","positive",2
"1767","govern","trust",2
"1768","grant","anticipation",2
"1769","grant","joy",2
"1770","grant","positive",2
"1771","grant","trust",2
"1772","greed","anger",2
"1773","greed","disgust",2
"1774","greed","negative",2
"1775","gubernatorial","positive",2
"1776","gubernatorial","trust",2
"1777","harm","fear",2
"1778","harm","negative",2
"1779","hatred","anger",2
"1780","hatred","disgust",2
"1781","hatred","fear",2
"1782","hatred","negative",2
"1783","hatred","sadness",2
"1784","heal","joy",2
"1785","heal","positive",2
"1786","heal","trust",2
"1787","heritage","trust",2
"1788","hiding","fear",2
"1789","holocaust","anger",2
"1790","holocaust","disgust",2
"1791","holocaust","fear",2
"1792","holocaust","negative",2
"1793","holocaust","sadness",2
"1794","homeless","anger",2
"1795","homeless","anticipation",2
"1796","homeless","disgust",2
"1797","homeless","fear",2
"1798","homeless","negative",2
"1799","homeless","sadness",2
"1800","hopeful","anticipation",2
"1801","hopeful","joy",2
"1802","hopeful","positive",2
"1803","hopeful","surprise",2
"1804","hopeful","trust",2
"1805","hungry","anticipation",2
"1806","hungry","negative",2
"1807","hunter","anticipation",2
"1808","hunter","fear",2
"1809","hunter","negative",2
"1810","hunter","sadness",2
"1811","hysteria","fear",2
"1812","hysteria","negative",2
"1813","ignorance","negative",2
"1814","impeachment","negative",2
"1815","imprisoned","anger",2
"1816","imprisoned","disgust",2
"1817","imprisoned","fear",2
"1818","imprisoned","negative",2
"1819","imprisoned","sadness",2
"1820","impropriety","negative",2
"1821","inappropriate","anger",2
"1822","inappropriate","disgust",2
"1823","inappropriate","negative",2
"1824","inappropriate","sadness",2
"1825","incite","anger",2
"1826","incite","anticipation",2
"1827","incite","fear",2
"1828","incite","negative",2
"1829","inclusion","trust",2
"1830","incorrect","negative",2
"1831","inheritance","anticipation",2
"1832","inheritance","joy",2
"1833","inheritance","positive",2
"1834","inheritance","surprise",2
"1835","inheritance","trust",2
"1836","innocence","positive",2
"1837","innovation","positive",2
"1838","instability","disgust",2
"1839","instability","fear",2
"1840","instability","negative",2
"1841","instructions","anticipation",2
"1842","instructions","trust",2
"1843","intelligent","positive",2
"1844","intelligent","trust",2
"1845","intended","anticipation",2
"1846","intended","positive",2
"1847","investigate","positive",2
"1848","inviting","anticipation",2
"1849","inviting","joy",2
"1850","inviting","positive",2
"1851","inviting","surprise",2
"1852","inviting","trust",2
"1853","irresponsible","negative",2
"1854","jealous","anger",2
"1855","jealous","disgust",2
"1856","jealous","negative",2
"1857","journalism","trust",2
"1858","joyous","joy",2
"1859","joyous","positive",2
"1860","jump","joy",2
"1861","jump","positive",2
"1862","justification","positive",2
"1863","killing","anger",2
"1864","killing","fear",2
"1865","killing","negative",2
"1866","killing","sadness",2
"1867","knowledge","positive",2
"1868","launch","anticipation",2
"1869","launch","positive",2
"1870","lawyer","anger",2
"1871","lawyer","disgust",2
"1872","lawyer","fear",2
"1873","lawyer","negative",2
"1874","legendary","positive",2
"1875","legislator","trust",2
"1876","legislature","trust",2
"1877","letter","anticipation",2
"1878","liberation","anticipation",2
"1879","liberation","joy",2
"1880","liberation","positive",2
"1881","liberation","surprise",2
"1882","liberty","anticipation",2
"1883","liberty","joy",2
"1884","liberty","positive",2
"1885","liberty","surprise",2
"1886","liberty","trust",2
"1887","lie","anger",2
"1888","lie","disgust",2
"1889","lie","negative",2
"1890","lie","sadness",2
"1891","lottery","anticipation",2
"1892","ludicrous","negative",2
"1893","manage","positive",2
"1894","manage","trust",2
"1895","mandarin","positive",2
"1896","mandarin","trust",2
"1897","margin","negative",2
"1898","margin","sadness",2
"1899","massacre","anger",2
"1900","massacre","disgust",2
"1901","massacre","fear",2
"1902","massacre","negative",2
"1903","massacre","sadness",2
"1904","mayor","positive",2
"1905","mentor","positive",2
"1906","mentor","trust",2
"1907","merry","joy",2
"1908","merry","positive",2
"1909","mess","disgust",2
"1910","mess","negative",2
"1911","mill","anticipation",2
"1912","misconduct","disgust",2
"1913","misconduct","negative",2
"1914","misguided","disgust",2
"1915","misguided","negative",2
"1916","mistaken","fear",2
"1917","mistaken","negative",2
"1918","mocking","anger",2
"1919","mocking","disgust",2
"1920","mocking","negative",2
"1921","mocking","sadness",2
"1922","moderate","positive",2
"1923","monument","positive",2
"1924","negative","negative",2
"1925","negative","sadness",2
"1926","neglect","negative",2
"1927","negligence","negative",2
"1928","nervous","anticipation",2
"1929","nervous","fear",2
"1930","nervous","negative",2
"1931","network","anticipation",2
"1932","oath","positive",2
"1933","oath","trust",2
"1934","obvious","positive",2
"1935","obvious","trust",2
"1936","offering","trust",2
"1937","oppose","negative",2
"1938","opposed","anger",2
"1939","opposed","fear",2
"1940","opposed","negative",2
"1941","outlandish","negative",2
"1942","outrage","anger",2
"1943","outrage","disgust",2
"1944","outrage","negative",2
"1945","overwhelming","positive",2
"1946","panic","fear",2
"1947","panic","negative",2
"1948","parade","anticipation",2
"1949","parade","fear",2
"1950","parade","joy",2
"1951","parade","negative",2
"1952","parade","positive",2
"1953","parade","surprise",2
"1954","pardon","positive",2
"1955","partner","positive",2
"1956","pastor","joy",2
"1957","pastor","positive",2
"1958","pastor","trust",2
"1959","patrol","trust",2
"1960","peaceful","anticipation",2
"1961","peaceful","joy",2
"1962","peaceful","positive",2
"1963","peaceful","surprise",2
"1964","peaceful","trust",2
"1965","persistence","positive",2
"1966","pound","anger",2
"1967","pound","negative",2
"1968","predatory","negative",2
"1969","prepare","anticipation",2
"1970","prepare","positive",2
"1971","presumption","trust",2
"1972","pretend","negative",2
"1973","privileged","joy",2
"1974","privileged","positive",2
"1975","privileged","trust",2
"1976","procedure","fear",2
"1977","procedure","positive",2
"1978","productive","positive",2
"1979","prosperous","joy",2
"1980","prosperous","positive",2
"1981","punish","fear",2
"1982","punish","negative",2
"1983","qualified","positive",2
"1984","qualified","trust",2
"1985","radio","positive",2
"1986","ransom","anger",2
"1987","ransom","fear",2
"1988","ransom","negative",2
"1989","rapid","surprise",2
"1990","razor","fear",2
"1991","recommend","positive",2
"1992","recommend","trust",2
"1993","refreshing","positive",2
"1994","regret","negative",2
"1995","regret","sadness",2
"1996","related","trust",2
"1997","relief","positive",2
"1998","representing","anticipation",2
"1999","reproductive","joy",2
"2000","reproductive","positive",2
"2001","resist","negative",2
"2002","respectful","positive",2
"2003","respectful","trust",2
"2004","rife","negative",2
"2005","rob","anger",2
"2006","rob","disgust",2
"2007","rob","fear",2
"2008","rob","negative",2
"2009","rob","sadness",2
"2010","robber","disgust",2
"2011","robber","fear",2
"2012","robber","negative",2
"2013","rooted","positive",2
"2014","rooted","trust",2
"2015","row","anger",2
"2016","row","negative",2
"2017","rubric","positive",2
"2018","rumor","negative",2
"2019","rumor","sadness",2
"2020","sabotage","anger",2
"2021","sabotage","disgust",2
"2022","sabotage","fear",2
"2023","sabotage","negative",2
"2024","sabotage","sadness",2
"2025","sabotage","surprise",2
"2026","sanctuary","anticipation",2
"2027","sanctuary","joy",2
"2028","sanctuary","positive",2
"2029","sanctuary","trust",2
"2030","scandal","fear",2
"2031","scandal","negative",2
"2032","script","positive",2
"2033","sex","anticipation",2
"2034","sex","joy",2
"2035","sex","positive",2
"2036","sex","trust",2
"2037","shining","anticipation",2
"2038","shining","joy",2
"2039","shining","positive",2
"2040","shock","anger",2
"2041","shock","fear",2
"2042","shock","negative",2
"2043","shock","surprise",2
"2044","shoulder","positive",2
"2045","shoulder","trust",2
"2046","shrink","fear",2
"2047","shrink","negative",2
"2048","shrink","sadness",2
"2049","skip","negative",2
"2050","sky","positive",2
"2051","slave","anger",2
"2052","slave","fear",2
"2053","slave","negative",2
"2054","slave","sadness",2
"2055","smile","joy",2
"2056","smile","positive",2
"2057","smile","surprise",2
"2058","smile","trust",2
"2059","smith","trust",2
"2060","sorely","negative",2
"2061","sorely","sadness",2
"2062","spur","fear",2
"2063","starved","negative",2
"2064","strengthen","positive",2
"2065","striking","positive",2
"2066","strip","negative",2
"2067","strip","sadness",2
"2068","strongly","positive",2
"2069","subject","negative",2
"2070","succeed","anticipation",2
"2071","succeed","joy",2
"2072","succeed","positive",2
"2073","succeed","surprise",2
"2074","succeed","trust",2
"2075","suddenly","surprise",2
"2076","suffering","disgust",2
"2077","suffering","fear",2
"2078","suffering","negative",2
"2079","suffering","sadness",2
"2080","superstar","joy",2
"2081","superstar","positive",2
"2082","superstar","trust",2
"2083","supply","positive",2
"2084","suppress","anger",2
"2085","suppress","fear",2
"2086","suppress","negative",2
"2087","suppress","sadness",2
"2088","surge","surprise",2
"2089","survive","positive",2
"2090","suspicion","fear",2
"2091","suspicion","negative",2
"2092","sweet","anticipation",2
"2093","sweet","joy",2
"2094","sweet","positive",2
"2095","sweet","surprise",2
"2096","sweet","trust",2
"2097","taboo","disgust",2
"2098","taboo","fear",2
"2099","taboo","negative",2
"2100","task","positive",2
"2101","technology","positive",2
"2102","teens","negative",2
"2103","teens","positive",2
"2104","tenacity","positive",2
"2105","terrorist","anger",2
"2106","terrorist","disgust",2
"2107","terrorist","fear",2
"2108","terrorist","negative",2
"2109","terrorist","sadness",2
"2110","terrorist","surprise",2
"2111","thanksgiving","joy",2
"2112","thanksgiving","positive",2
"2113","theft","anger",2
"2114","theft","disgust",2
"2115","theft","fear",2
"2116","theft","negative",2
"2117","theft","sadness",2
"2118","theory","anticipation",2
"2119","theory","trust",2
"2120","thinker","positive",2
"2121","thrilling","anticipation",2
"2122","thrilling","joy",2
"2123","thrilling","positive",2
"2124","thrilling","surprise",2
"2125","title","positive",2
"2126","title","trust",2
"2127","topple","surprise",2
"2128","torn","negative",2
"2129","track","anticipation",2
"2130","troll","anger",2
"2131","troll","fear",2
"2132","troll","negative",2
"2133","tyrant","anger",2
"2134","tyrant","disgust",2
"2135","tyrant","fear",2
"2136","tyrant","negative",2
"2137","tyrant","sadness",2
"2138","ultimately","anticipation",2
"2139","ultimately","positive",2
"2140","undecided","anticipation",2
"2141","undecided","fear",2
"2142","undecided","negative",2
"2143","unfortunate","negative",2
"2144","unfortunate","sadness",2
"2145","uninformed","negative",2
"2146","university","anticipation",2
"2147","university","positive",2
"2148","unlimited","positive",2
"2149","unpaid","anger",2
"2150","unpaid","negative",2
"2151","unpaid","sadness",2
"2152","unprecedented","surprise",2
"2153","unrest","fear",2
"2154","unrest","sadness",2
"2155","unseat","sadness",2
"2156","unthinkable","anger",2
"2157","unthinkable","disgust",2
"2158","unthinkable","fear",2
"2159","unthinkable","negative",2
"2160","uphill","anticipation",2
"2161","uphill","fear",2
"2162","uphill","negative",2
"2163","uphill","positive",2
"2164","useless","negative",2
"2165","versus","anger",2
"2166","versus","negative",2
"2167","vigil","anticipation",2
"2168","vulture","disgust",2
"2169","vulture","fear",2
"2170","vulture","negative",2
"2171","waste","disgust",2
"2172","waste","negative",2
"2173","whine","disgust",2
"2174","whine","negative",2
"2175","whine","sadness",2
"2176","widespread","positive",2
"2177","wild","negative",2
"2178","wild","surprise",2
"2179","abortion","disgust",1
"2180","abortion","fear",1
"2181","abortion","negative",1
"2182","abortion","sadness",1
"2183","absolute","positive",1
"2184","absorbed","positive",1
"2185","academic","positive",1
"2186","academic","trust",1
"2187","accidentally","surprise",1
"2188","accurate","positive",1
"2189","accurate","trust",1
"2190","accusing","anger",1
"2191","accusing","fear",1
"2192","accusing","negative",1
"2193","addiction","negative",1
"2194","addresses","anticipation",1
"2195","addresses","positive",1
"2196","adhering","trust",1
"2197","adversity","anger",1
"2198","adversity","fear",1
"2199","adversity","negative",1
"2200","adversity","sadness",1
"2201","advised","trust",1
"2202","affirmative","positive",1
"2203","affluent","positive",1
"2204","aftermath","anger",1
"2205","aftermath","disgust",1
"2206","aftermath","fear",1
"2207","aftermath","negative",1
"2208","aftermath","sadness",1
"2209","aggressive","anger",1
"2210","aggressive","fear",1
"2211","aggressive","negative",1
"2212","agreeing","positive",1
"2213","agreeing","trust",1
"2214","ailing","fear",1
"2215","ailing","negative",1
"2216","ailing","sadness",1
"2217","airs","disgust",1
"2218","airs","negative",1
"2219","akin","trust",1
"2220","alarm","fear",1
"2221","alarm","negative",1
"2222","alarm","surprise",1
"2223","amusing","joy",1
"2224","amusing","positive",1
"2225","anchor","positive",1
"2226","angel","anticipation",1
"2227","angel","joy",1
"2228","angel","positive",1
"2229","angel","surprise",1
"2230","angel","trust",1
"2231","anticipation","anticipation",1
"2232","antidote","anticipation",1
"2233","antidote","positive",1
"2234","antidote","trust",1
"2235","apathy","negative",1
"2236","apathy","sadness",1
"2237","appreciation","joy",1
"2238","appreciation","positive",1
"2239","appreciation","trust",1
"2240","apt","positive",1
"2241","arguments","anger",1
"2242","arrest","negative",1
"2243","articulation","positive",1
"2244","ascent","positive",1
